      Shortage Reports,
      Report ID,DIN,Report Type,Brand Name,Company Name,Common or Proper Name,Ingredient Name,Drug Strength,Packaging Size,Drug Route,Shortage Status,Dosage Form,ATC Code,ATC Description,Anticipated Shortage Start Date,Shortage Start Date,Estimated Shortage End Date,Actual Shortage End Date,Reason,Date Created,
      11087,02251531,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,2.5MG,30 BLS,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-05-31,2017-06-05,2017-06-22,2017-06-20,Disruption of the manufacture of the drug.,2017-05-24,
      23641,02251582,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,10MG,100 BTL &amp;amp; 500 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2017-12-11,2018-02-28,2017-10-23,Disruption of the manufacture of the drug.,2017-09-27,
      23644,02251515,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,1.25MG,100 BTL &amp;amp; 30 BLS,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2017-09-22,2017-11-20,2017-11-06,Disruption of the manufacture of the drug.,2017-09-27,
      6000,02251515,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,1.25MG,100 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-05-10,2017-05-03,2017-06-12,2017-06-08,Disruption of the manufacture of the drug.,2017-04-07,
      14204,02251582,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,10MG,30 BLS,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-07-24,2017-07-10,2017-11-21,2017-11-17,Disruption of the manufacture of the drug.,2017-06-28,
      14207,02251574,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,5MG,100 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-07-21,2017-10-02,2017-12-15,2017-11-06,Disruption of the manufacture of the drug.,2017-06-28,
      14210,02251574,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,5MG,30 BLS,ORAL,active_confirmed,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2018-01-02,2018-03-27,,Disruption of the manufacture of the drug.,2017-06-28,
      14213,02251574,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,5MG,100BTL &amp;amp; 500 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-07-31,2017-07-14,2017-11-10,2017-11-06,Disruption of the manufacture of the drug.,2017-06-28,
      20897,02251515,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,1.25MG,100 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,2017-10-20,2017-10-16,2017-11-20,2017-11-06,Disruption of the manufacture of the drug.,2017-09-04,
      13475,02251531,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,2.5MG,30 BLS,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2017-06-21,2017-11-17,2017-11-17,Disruption of the manufacture of the drug.,2017-06-21,
      731,02251515,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,1.25MG,100 BTL,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2017-03-10,2017-03-20,2017-03-15,Disruption of the manufacture of the drug.,2017-03-12,
      734,02251582,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,10MG,500 BTL &amp;amp; 30 BLS,ORAL,resolved,CAPSULE,C09AA,ACE INHIBITORS PLAIN,,2017-03-10,2017-03-20,2017-03-15,Disruption of the manufacture of the drug.,2017-03-12,
      30957,02251531,Shortage,APO-RAMIPRIL,APOTEX INC,RAMIPRIL,RAMIPRIL,2.5MG,100 BTL &amp;amp; 500 BTL,ORAL,active_confirmed,CAPSULE,C09AA05,ACE INHIBITORS PLAIN,,2017-11-27,2018-03-26,,Disruption of the manufacture of the drug.,2017-11-28,
      29983,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,100 BTL,ORAL,active_confirmed,TABLET,A02BA02,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),,2017-11-20,2018-01-31,,Disruption of the manufacture of the drug.,2017-11-21,
      11044,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,60 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),,2017-05-22,2017-08-08,2017-07-25,Disruption of the manufacture of the drug.,2017-05-24,
      3180,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,60 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-04-10,,2017-08-08,2017-07-24,Disruption of the manufacture of the drug.,2017-03-17,
      686,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,100 BTL &amp;amp; 500 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-04-20,2017-03-17,2017-05-01,2017-04-20,Disruption of the manufacture of the drug.,2017-03-12,
      8886,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,500 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-06-19,2017-05-29,2017-08-08,2017-07-25,Disruption of the manufacture of the drug.,2017-05-04,
      8938,00733059,Shortage,APO-RANITIDINE TABLET 150MG,APOTEX INC,RANITIDINE,RANITIDINE,150MG,100 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-06-30,2017-06-15,2017-08-08,2017-07-28,Disruption of the manufacture of the drug.,2017-05-04,
      12364,00733067,Shortage,APO-RANITIDINE TABLET 300MG,APOTEX INC,RANITIDINE,RANITIDINE,300MG,30 BLS,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-06-30,2017-06-12,2017-07-31,2017-07-24,Disruption of the manufacture of the drug.,2017-06-08,
      20645,00733067,Shortage,APO-RANITIDINE TABLET 300MG,APOTEX INC,RANITIDINE,RANITIDINE,300MG,500 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),,2017-08-28,2017-10-31,2017-10-27,Disruption of the manufacture of the drug.,2017-08-30,
      8889,00733067,Shortage,APO-RANITIDINE TABLET 300MG,APOTEX INC,RANITIDINE,RANITIDINE,300MG,100 BTL,ORAL,resolved,TABLET,A02BA,DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD),2017-06-12,2017-05-15,2017-08-08,2017-07-21,Disruption of the manufacture of the drug.,2017-05-04,
      438,02404680,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,0.5MG,100 BTL,ORAL,resolved,TABLET,N04BD,DOPAMINERGIC AGENTS,,2017-02-06,2017-04-30,2017-03-27,Disruption of the manufacture of the drug.,2017-03-11,
      441,02404680,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,0.5MG,100 BTL,ORAL,resolved,TABLET,N04BD,DOPAMINERGIC AGENTS,,2016-09-14,2017-04-30,2017-03-27,Disruption of the manufacture of the drug.,2017-03-11,
      14011,02404680,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,0.5MG,100 BTL,ORAL,resolved,TABLET,N04BD,DOPAMINERGIC AGENTS,,2017-06-26,2017-11-15,2017-11-10,Disruption of the manufacture of the drug.,2017-06-27,
      8892,02404699,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,1MG,100 BTL,ORAL,active_confirmed,TABLET,N04BD,DOPAMINERGIC AGENTS,2017-05-26,2017-06-15,,,Disruption of the manufacture of the drug.,2017-05-04,
      469,02404680,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,0.5MG,100 BTL,ORAL,resolved,TABLET,N04BD,DOPAMINERGIC AGENTS,,2017-02-06,2017-04-30,2017-03-27,Disruption of the manufacture of the drug.,2017-03-11,
      472,02404699,Shortage,APO-RASAGILINE,APOTEX INC,RASAGILINE,RASAGILINE,1MG,100 BTL,ORAL,resolved,TABLET,N04BD,DOPAMINERGIC AGENTS,,2016-09-14,2017-04-30,2017-03-27,Disruption of the manufacture of the drug.,2017-03-11,
      475,02355663,Shortage,APO-REPAGLINIDE,APOTEX INC,REPAGLINIDE,REPAGLINIDE,0.5MG,100 BTL,ORAL,active_confirmed,TABLET,A10BX,BLOOD GLUCOSE LOWERING DRUGS EXCL. INSULINS,,2014-10-09,,,Disruption of the manufacture of the drug.,2017-03-11,
      478,02355671,Shortage,APO-REPAGLINIDE,APOTEX INC,REPAGLINIDE,REPAGLINIDE,1.0MG,100 BTL,ORAL,active_confirmed,TABLET,A10BX,BLOOD GLUCOSE LOWERING DRUGS EXCL. INSULINS,,2014-10-09,,,Disruption of the manufacture of the drug.,2017-03-11,
      481,02355698,Shortage,APO-REPAGLINIDE,APOTEX INC,REPAGLINIDE,REPAGLINIDE,2.0MG,100 BTL,ORAL,active_confirmed,TABLET,A10BX,BLOOD GLUCOSE LOWERING DRUGS EXCL. INSULINS,,2014-09-09,,,Disruption of the manufacture of the drug.,2017-03-11,
      20648,02352583,Shortage,APO-RILUZOLE,APOTEX INC,RILUZOLE,RILUZOLE,50MG,60 BTL,ORAL,active_confirmed,TABLET,N07XX,OTHER NERVOUS SYSTEM DRUGS,,2017-08-28,2018-03-09,,Disruption of the manufacture of the drug.,2017-08-30,
      26643,02377721,Shortage,APO-RISEDRONATE,APOTEX INC,RISEDRONATE,RISEDRONATE SODIUM,150MG,1 BLS,ORAL,resolved,TABLET,M05BA07,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,,2017-10-23,2017-11-27,2017-11-10,Disruption of the manufacture of the drug.,2017-10-23,
      598,02353687,Shortage,APO-RISEDRONATE,APOTEX INC,RISEDRONATE,RISEDRONATE SODIUM,35MG,100 BTL,ORAL,resolved,TABLET,M05BA,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,,2017-02-14,2017-04-30,2017-04-28,Disruption of the manufacture of the drug.,2017-03-11,
      20704,02377721,Shortage,APO-RISEDRONATE,APOTEX INC,RISEDRONATE,RISEDRONATE SODIUM,150MG,30 BTL,ORAL,resolved,TABLET,M05BA,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,,2017-08-28,2017-11-10,2017-10-19,Disruption of the manufacture of the drug.,2017-08-31,
      484,02377721,Shortage,APO-RISEDRONATE,APOTEX INC,RISEDRONATE,RISEDRONATE SODIUM,150MG,1 BLS,ORAL,resolved,TABLET,M05BA,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,,2017-02-14,2017-03-15,2017-03-14,Disruption of the manufacture of the drug.,2017-03-11,
      32827,02282127,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.50MG,500 BTL,ORAL,active_confirmed,TABLET,N05AX08,ANTIPSYCHOTICS,,2017-12-11,2018-05-31,,Disruption of the manufacture of the drug.,2017-12-14,
      32834,02280396,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,1MG,30 ML,ORAL,active_confirmed,SOLUTION,N05AX08,ANTIPSYCHOTICS,,2017-12-11,2018-02-02,,Disruption of the manufacture of the drug.,2017-12-14,
      601,02282127,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.50MG,500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2017-03-10,2017-06-02,2017-05-31,Disruption of the manufacture of the drug.,2017-03-11,
      3183,02282119,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.25MG,100 BTL &amp;amp; 500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,2017-04-20,2017-04-14,2017-06-02,2017-05-31,Disruption of the manufacture of the drug.,2017-03-17,
      14216,02282135,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,1.0MG,100 BTL &amp;amp; 500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,2017-07-31,2017-07-17,2017-12-15,2017-11-30,Disruption of the manufacture of the drug.,2017-06-28,
      14219,02282143,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,2.0MG,500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,2017-09-08,2017-08-15,2017-12-15,2017-11-29,Disruption of the manufacture of the drug.,2017-06-28,
      20122,02282119,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.25MG,500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2017-08-21,2017-12-15,2017-11-28,Disruption of the manufacture of the drug.,2017-08-23,
      17319,02282127,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.50MG,500 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,2017-09-22,2017-08-15,2017-12-15,2017-11-28,Disruption of the manufacture of the drug.,2017-07-26,
      9906,02282127,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.50MG,100 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2017-05-08,2017-06-07,2017-05-31,Demand increase for the drug.,2017-05-10,
      20707,02282119,Shortage,APO-RISPERIDONE,APOTEX INC,RISPERIDONE,RISPERIDONE,0.25MG,100 BTL,ORAL,resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2017-08-28,2017-12-15,2017-11-29,Disruption of the manufacture of the drug.,2017-08-31,
      20900,02336715,Shortage,APO-RIVASTIGMINE,APOTEX INC,RIVASTIGMINE,RIVASTIGMINE,1.5MG,100 BTL,ORAL,active_confirmed,CAPSULE,N06DA,ANTI-DEMENTIA DRUGS,2017-10-20,2017-10-16,2018-02-14,,Disruption of the manufacture of the drug.,2017-09-04,
      17322,02336758,Shortage,APO-RIVASTIGMINE,APOTEX INC,RIVASTIGMINE,RIVASTIGMINE,6MG,100 BTL,ORAL,active_confirmed,CAPSULE,N06DA,ANTI-DEMENTIA DRUGS,2017-09-18,2017-08-28,2018-01-22,,Disruption of the manufacture of the drug.,2017-07-26,
      487,02336731,Shortage,APO-RIVASTIGMINE,APOTEX INC,RIVASTIGMINE,RIVASTIGMINE,4.5MG,100 BTL,ORAL,resolved,CAPSULE,N06DA,ANTI-DEMENTIA DRUGS,,2017-03-10,2017-05-23,2017-05-17,Disruption of the manufacture of the drug.,2017-03-11,
      14560,02393468,Shortage,APO-RIZATRIPTAN,APOTEX INC,RIZATRIPTAN,RIZATRIPTAN,5MG,6 BLS,ORAL,resolved,TABLET,N02CC,ANTIMIGRAINE PREPARATIONS,,2017-06-29,,2018-01-05,Disruption of the manufacture of the drug.,2017-07-04,
      504,02393476,Shortage,APO-RIZATRIPTAN,APOTEX INC,RIZATRIPTAN,RIZATRIPTAN,10MG,6 BLS,ORAL,resolved,TABLET,N02CC,ANTIMIGRAINE PREPARATIONS,,2017-01-31,2017-08-31,2017-08-17,Disruption of the manufacture of the drug.,2017-03-11,
      490,02393492,Shortage,APO-RIZATRIPTAN RPD,APOTEX INC,RIZATRIPTAN,RIZATRIPTAN,10MG,6 BLS,ORAL,active_confirmed,TABLET (ORALLY DISINTEGRATING),N02CC,ANTIMIGRAINE PREPARATIONS,,2014-10-01,,,Disruption of the manufacture of the drug.,2017-03-11,
      493,02393484,Shortage,APO-RIZATRIPTAN RPD,APOTEX INC,RIZATRIPTAN,RIZATRIPTAN,5MG,6 BLS,ORAL,active_confirmed,TABLET (ORALLY DISINTEGRATING),N02CC,ANTIMIGRAINE PREPARATIONS,,2014-10-01,,,Disruption of the manufacture of the drug.,2017-03-11,
      17325,02403366,Shortage,APO-ROSIGLITAZONE,APOTEX INC,ROSIGLITAZONE,ROSIGLITAZONE,2MG,100 BTL,ORAL,resolved,TABLET,A10BG,BLOOD GLUCOSE LOWERING DRUGS EXCL. INSULINS,2017-07-31,2017-07-31,2017-10-16,2017-10-13,Disruption of the manufacture of the drug.,2017-07-26,
      20214,02403374,Shortage,APO-ROSIGLITAZONE,APOTEX INC,ROSIGLITAZONE,ROSIGLITAZONE,4MG,100 BTL,ORAL,resolved,TABLET,A10BG,BLOOD GLUCOSE LOWERING DRUGS EXCL. INSULINS,,2017-08-21,2017-10-16,2017-10-13,Disruption of the manufacture of the drug.,2017-08-24,
      8710,02337983,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,10MG,500 BTL,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-05-01,2017-08-31,2017-08-15,Disruption of the manufacture of the drug.,2017-05-02,
      8713,02338009,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,40MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-05-01,2017-08-31,2017-08-16,Disruption of the manufacture of the drug.,2017-05-02,
      28440,02338009,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,40MG,100 BTL &amp;amp; 30 BLS,ORAL,active_confirmed,TABLET,C10AA07,LIPID MODIFYING AGENTS PLAIN,2017-12-22,2017-12-11,2018-02-28,,Disruption of the manufacture of the drug.,2017-11-07,
      7716,02337991,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,20MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-04-21,2017-06-07,2017-06-09,Disruption of the manufacture of the drug.,2017-04-24,
      31031,02337983,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,10MG,30 BLS,ORAL,active_confirmed,TABLET,C10AA07,LIPID MODIFYING AGENTS PLAIN,2017-12-15,2017-12-11,2018-03-26,,Disruption of the manufacture of the drug.,2017-11-28,
      31034,02337991,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,20MG,30 BLS &amp;amp; 500 BTL &amp;amp; 90 BTL,ORAL,active_confirmed,TABLET,C10AA07,LIPID MODIFYING AGENTS PLAIN,2017-12-15,2017-12-11,2018-03-26,,Disruption of the manufacture of the drug.,2017-11-28,
      18560,02338009,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,40MG,100 BTL &amp;amp; 500 BTL &amp;amp; 30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-08-07,2017-11-30,2017-11-06,Disruption of the manufacture of the drug.,2017-08-08,
      14223,02337991,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,20MG,500 BTL,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,2017-07-24,2017-07-24,2017-10-10,2017-09-29,Disruption of the manufacture of the drug.,2017-06-28,
      20623,02337991,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,20MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-08-28,2017-11-10,2017-10-27,Disruption of the manufacture of the drug.,2017-08-29,
      20626,02337983,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,10MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-08-28,2017-11-10,2017-11-02,Disruption of the manufacture of the drug.,2017-08-29,
      14227,02337975,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,5MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-08-21,2017-10-31,2017-11-02,Disruption of the manufacture of the drug.,2017-06-28,
      725,02337991,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,20MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-03-10,2017-03-30,2017-03-30,Disruption of the manufacture of the drug.,2017-03-12,
      30960,02337975,Shortage,APO-ROSUVASTATIN,APOTEX INC,ROSUVASTATIN,ROSUVASTATIN,5MG,500 BTL,ORAL,active_confirmed,TABLET,C10AA07,LIPID MODIFYING AGENTS PLAIN,,2017-11-27,2018-02-12,,Disruption of the manufacture of the drug.,2017-11-28,
      19000,02046741,Shortage,APO-SALVENT 5MG/ML,APOTEX INC,SALBUTAMOL,SALBUTAMOL,5MG,10ML,INHALATIONORAL,active_confirmed,SOLUTION,R03AC,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-13,
      18988,00790419,Shortage,APO-SALVENT AEM 100MCG,APOTEX INC,SALBUTAMOL,SALBUTAMOL,100MCG,INHALER 15,INHALATION,active_confirmed,METERED-DOSE AEROSOL,R03AC,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-13,
      19057,02231488,Shortage,APO-SALVENT STERULES,APOTEX INC,SALBUTAMOL,SALBUTAMOL,1MG,2.5 ml,INHALATION,active_confirmed,SOLUTION,R03AC,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-13,
      19063,02231678,Shortage,APO-SALVENT STERULES,APOTEX INC,SALBUTAMOL,SALBUTAMOL,2MG,2.5 ml,INHALATION,active_confirmed,SOLUTION,R03AC,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-13,
      19114,02243828,Shortage,APO-SALVENT STERULES,APOTEX INC,SALBUTAMOL,SALBUTAMOL,0.5MG,5 ML,INHALATION,active_confirmed,SOLUTION,R03AC,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-14,
      689,02146851,Shortage,APO-SALVENT TABLETS - 4MG,APOTEX INC,SALBUTAMOL,SALBUTAMOL,4MG,100 BTL,ORAL,resolved,TABLET,R03CC,ADRENERGICS FOR SYSTEMIC USE,2017-04-19,2017-04-14,2017-05-20,2017-05-08,Disruption of the manufacture of the drug.,2017-03-12,
      19323,02266393,Shortage,APO-SALVENT-IPRAVENT STERULES,APOTEX INC,SALBUTAMOL,IPRATROPIUM BROMIDE SALBUTAMOL,0.5MG 2.5MG,5 ML,INHALATION,active_confirmed,SOLUTION,R03AL,ADRENERGICS INHALANTS,,2017-03-10,,,Disruption of the manufacture of the drug.,2017-08-14,
      17328,02230641,Shortage,APO-SELEGILINE,APOTEX INC,SELEGILINE,SELEGILINE HYDROCHLORIDE,5MG,100 BTL,ORAL,active_confirmed,TABLET,N04BD,DOPAMINERGIC AGENTS,2017-08-31,2017-08-07,,,Disruption of the manufacture of the drug.,2017-07-26,
      13334,02238281,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,50MG,250 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,,2017-06-19,2017-09-29,2017-09-29,Disruption of the manufacture of the drug.,2017-06-19,
      28709,02238282,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,100MG,100 BTL &amp;amp; 250 BTL,ORAL,active_confirmed,CAPSULE,N06AB06,ANTIDEPRESSANTS,,2017-11-06,2018-02-28,,Disruption of the manufacture of the drug.,2017-11-09,
      11090,02238281,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,50MG,100 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,2017-06-26,2017-06-05,2017-09-29,2017-09-29,Disruption of the manufacture of the drug.,2017-05-24,
      3186,02238282,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,100MG,250 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,2017-03-31,2017-03-27,2017-05-02,2017-04-28,Disruption of the manufacture of the drug.,2017-03-17,
      14233,02238282,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,100MG,250 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,2017-07-31,2017-07-10,2017-09-29,2017-09-29,Disruption of the manufacture of the drug.,2017-06-28,
      12698,02238280,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,25MG,100 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,,2017-06-12,2017-10-11,2017-10-11,Disruption of the manufacture of the drug.,2017-06-13,
      20903,02238282,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,100MG,100 BTL,ORAL,resolved,CAPSULE,N06AB,ANTIDEPRESSANTS,2017-09-22,,2017-10-31,2017-10-02,Disruption of the manufacture of the drug.,2017-09-04,
      30963,02238280,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,25MG,100 BTL,ORAL,active_confirmed,CAPSULE,N06AB06,ANTIDEPRESSANTS,,2017-11-27,2018-02-02,,Disruption of the manufacture of the drug.,2017-11-28,
      30967,02238281,Shortage,APO-SERTRALINE,APOTEX INC,SERTRALINE,SERTRALINE,50MG,100 BTL &amp;amp; 250 BTL,ORAL,active_confirmed,CAPSULE,N06AB06,ANTIDEPRESSANTS,,2017-11-27,2018-02-09,,Disruption of the manufacture of the drug.,2017-11-28,
      28700,02248203,Shortage,APO-SILDENAFIL,APOTEX INC,SILDENAFIL,SILDENAFIL,100MG,4 BLS,ORAL,resolved,TABLET,G04BE03,OTHER UROLOGICALS INCL ANTISPASMODICS,,2017-11-06,2017-12-29,2017-12-29,Disruption of the manufacture of the drug.,2017-11-09,
      507,02418118,Shortage,APO-SILDENAFIL R,APOTEX INC,SILDENAFIL,SILDENAFIL,20MG,100 BTL,ORAL,resolved,TABLET,C02,OTHER ANTIHYPERTENSIVES,,2014-11-06,,2017-08-22,Disruption of the manufacture of the drug.,2017-03-11,
      14244,02247014,Shortage,APO-SIMVASTATIN,APOTEX INC,SIMVASTATIN,SIMVASTATIN,40MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,2017-07-31,2017-07-24,2017-11-17,2017-10-27,Disruption of the manufacture of the drug.,2017-06-28,
      14065,02247015,Shortage,APO-SIMVASTATIN,APOTEX INC,SIMVASTATIN,SIMVASTATIN,80MG,30 BLS,ORAL,resolved,TABLET,C10AA,LIPID MODIFYING AGENTS PLAIN,,2017-06-26,2017-11-17,2017-10-26,Disruption of the manufacture of the drug.,2017-06-27,
